name,count,is_known
Israel Science Foundation,1834,False
National Key R&D Program,1808,False
American Cancer Society,1759,False
Cancer Institute,1747,False
Natural Environment Research Council,1736,True
Applied Basic Research Foundation,1729,False
LABX,1714,False
CRUK,1709,False
SFRH,1707,False
DBI,1681,False
EMBL,1670,False
EMBO,1654,False
European Social Fund,1652,True
Special Fund,1649,True
NERC,1646,False
ARS,1634,False
FNRS,1629,False
National Council,1628,True
Russian Foundation,1620,False
NIA,1616,True
MCIN,1613,False
NASA,1608,False
NMR,1607,False
Canadian Institute,1592,True
NIMH,1568,True
NHGRI,1548,True
Research Fund,1548,False
MCB,1547,False
British Heart Foundation,1528,False
HHMI,1518,True
Indian Council,1502,True
ERA,1498,False
Alice Wallenberg Foundation,1497,False
CAMS,1463,False
National Nature Science Foundation,1462,False
the Department,1426,False
RGPIN,1404,False
MIUR,1385,False
Simons Foundation,1374,False
PTDC,1357,False
National Research Council,1351,True
LLC,1333,True
COST,1327,False
Betty Moore Foundation,1323,False
Eunice Kennedy Shriver National Institute,1320,True
Biomedical Research Centre,1311,False
CSIC,1309,False
Burroughs Wellcome Fund,1307,True
Paulo Research Foundation,1307,False
UNAM,1286,False
OCE,1282,False
INSERM,1276,False
RCUK,1273,False
ANID,1252,False
CDC,1234,False
UIDB,1230,False
MOF,1215,False
NICHD,1214,True
Canada Foundation,1197,False
CPRIT,1196,False
Zhejiang Provincial Natural Science Foundation,1194,True
DOD,1174,False
MARA,1173,False
BRC,1172,False
HPC,1165,False
National Eye Institute,1157,False
CSC,1155,False
UGC,1129,False
PRIN,1124,False
BBS,1121,False
MSCA,1120,False
UCLA,1111,False
DAAD,1106,False
Research Center,1102,False
MOE,1099,False
Takeda Science Foundation,1085,False
HIV,1084,False
CAAS,1082,False
IDEX,1077,False
Social Research Council,1068,True
Leverhulme Trust,1063,False
Beijing Natural Science Foundation,1056,False
Foundation Trust,1054,False
CREST,1046,False
NIEHS,1045,True
FAPERJ,1042,False
DGE,1034,False
INRA,1032,False
CRC,1024,False
UCSF,1024,False
RIKEN,1020,False
STAR,1019,False
MEC,1019,True
Youth Innovation Promotion Association,1013,False
Korea Institute,1011,False
EXC,1005,False
ETH,991,False
grants from the National Institute,990,False
MSIT,988,False
MIT,987,False
INBS,971,False
UCL,966,False
SFI,965,False
PICT,947,False
APC,934,False
French Ministry,928,False
Earmarked Fund,922,False
MOP,920,False
German Ministry,919,False
Science Fund,917,False
SERB,915,False
Slovenian Research Agency,914,True
SNF,907,False
Welch Foundation,906,False
Scientific Institution Basal Research Fund,905,False
Swedish Cancer Society,904,False
SNSF,900,False
PAPD,899,False
NCATS,878,False
ITN,876,False
ICAR,875,False
Technology Foundation,873,True
Research Grants Council,866,True
NMRC,860,True
a Wellcome Trust,857,True
NIDCR,855,True
ISF,855,False
FRM,855,False
BIO,850,False
ALS,844,False
Scientific Research Foundation,840,False
Sloan Foundation,837,False
HEALTH,837,True
ASTIP,826,False
FACS,825,False
Biotechnology and Biological Sciences Research Council,823,True
NGS,821,True
NET,821,False
UID,819,False
Fox Foundation,817,False
German Center,814,False
Grant Agency,814,False
NSW,809,False
Norwegian Research Council,808,True
EUROPE,802,True
National Medical Research Council,800,True
UNC,791,True
MICINN,780,False
Chinese Ministry,776,False
Postdoctoral Science Foundation,774,False
Humboldt Foundation,773,False
Humanities Research Council,772,True
Thailand Research Fund,769,False
POCI,767,False
National Science Center,764,False
Polish Ministry,755,False
Higher Education Commission,753,False
Francis Crick Institute,752,True
National Science Council,749,True
Technology Development Fund,747,True
Cystic Fibrosis Foundation,746,False
NOAA,745,False
National Centre,736,False
ESF,734,False
Italian Association,734,False
Dutch Cancer Society,732,False
Swedish Foundation,731,False
FKZ,727,False
American Society,722,False
Portuguese Foundation,720,False
Hughes Medical Institute,719,True
The National Natural Science Foundation,719,False
NIDA,706,True
Singapore Ministry,702,False
Technology Council,702,True
University Grants Commission,702,False
KAUST,699,False
Broad Institute,693,False
Ontario Ministry,690,False
PAPIIT,686,False
CSIRO,682,False
PNRR,682,False
UIDP,675,False
SPORE,668,False
PJT,665,False
FRQS,665,False
Danish Council,665,True
INV,664,False
NCRR,664,False
NSC,664,True
MUR,662,False
USAID,660,False
Lundbeck Foundation,658,True
RSF,653,False
Natural Sciences and Engineering Research Council,653,True
ESRF,651,False
NIAMS,649,True
GFP,648,False
RRID,643,False
Fundamental Research Fund,640,False
RAS,638,False
CAREER,633,False
Energy Joint Genome Institute,633,False
ALF,628,False
STDF,627,False
FIS,626,False
URL,626,False
Shandong Provincial Natural Science Foundation,622,True
Lymphoma Society,619,False
National Natural Sciences Foundation,618,False
Polish National Science Centre,616,False
Max Planck Institute,615,False
CRIS,615,False
CHE,614,True
Dutch Ministry,611,False
Helmholtz Association,608,False
BPD,608,False
CTSA,605,False
The Wellcome Trust,604,True
TCGA,604,False
the Fund,603,False
John Templeton Foundation,600,False
BES,596,False
any funding agency,590,False
FPI,585,False
BHF,585,False
SGR,582,False
INRAE,581,False
The Ministry,576,False
AHA,575,False
INBRE,573,False
CUP,568,False
Breast Cancer Research Foundation,562,False
NEI,561,True
SARS,559,False
Danish National Research Foundation,558,False
Technology Innovation Fund,558,True
ICMR,556,False
CERCA,556,False
Technology Fund,553,True
AGAUR,552,False
Fogarty International Center,551,False
SNIC,550,False
CIFMS,549,False
Medical Research Foundation,546,False
GSK,544,False
National Basic Research Program,544,False
Defense Threat Reduction Agency,543,False
Chinese Scholarship Council,541,True
California Institute,541,True
FDA,541,False
UMO,539,False
CAT,539,False
DARPA,538,False
LOEWE,537,False
the Center,537,False
Shanghai Municipal Education Commission,534,False
Dutch Research Council,530,True
Korea Health Industry Development Institute,530,False
Common Fund,529,False
Health Commission,529,False
Intramural Research Program,527,False
OTKA,527,False
RFBR,527,False
National Health and Medical Research Council,526,True
NUS,524,False
Uehara Memorial Foundation,523,False
Family Planning Commission,523,False
DGAPA,523,False
INCT,523,False
Defense Advanced Research Projects Agency,521,True
Development Fund,520,False
KWF,518,False
CGIAR,516,False
TRR,515,False
ALTF,513,False
BER,513,False
Prostate Cancer Foundation,513,False
MEYS,512,False
BIA,512,False
NYU,511,False
MRI,511,False
Open Access Publication Fund,505,False
SNP,501,False
ADNI,501,False
GRANT,499,False
WHO,498,False
INST,496,True
Cancer Society,492,False
MSD,492,False
National Geographic Society,491,False
HFSP,491,False
EKB,490,False
MCTI,486,False
RGC,486,False
Oxford Biomedical Research Centre,486,False
ELIXIR,485,False
UCSD,485,False
RVO,484,False
United States Agency,484,False
EMR,481,False
Cancer Council,480,True
SPP,479,False
MOHE,479,False
Canadian Foundation,478,False
Irish Research Council,478,True
SEM,478,False
Anderson Cancer Center,476,False
CEA,476,False
DTP,476,False
Cancer Foundation,475,False
AECC,475,True
Open Fund,474,False
Damon Runyon Cancer Research Foundation,472,False
PEOPLE,472,False
FSE,471,False
VIDI,470,False
MED,468,True
American Association,466,False
RSG,465,False
Basic Science Research Program through the National Research Foundation,465,False
Guangxi Natural Science Foundation,463,False
Estonian Research Council,463,True
COBRE,461,False
NCN,460,False
CNR,459,False
HIR,459,False
AFM,458,False
German Science Foundation,457,False
a grant from the National Institute,457,False
FPU,455,False
CRG,455,False
BCS,455,False
EFPIA,454,False
MCTES,453,False
Israel Binational Science Foundation,450,False
DMR,448,False
FORMAS,445,False
NIDCD,445,False
NCCR,442,False
grants from the Ministry,442,False
TEM,439,False
National Natural Science Fund,437,False
NLM,435,True
JDRF,431,False
Heart Association,428,False
Environmental Protection Agency,428,True
National Science Fund,428,False
SSRL,428,False
Sigrid Juselius Foundation,428,False
EPA,426,False
Guangdong Natural Science Foundation,424,False
IRCCS,422,False
BOF,422,False
MSIP,422,False
the Institute,421,False
NBI,420,False
CARE,419,False
ESRC,419,False
NORTE,419,False
Croatian Science Foundation,418,False
Behavior Research Foundation,416,False
Shanghai Municipal Health Commission,415,False
LABEX,415,False
Volkswagen Foundation,414,False
Independent Research Fund,411,False
CAFS,410,False
FRGS,410,False
AFRI,410,False
DKFZ,409,False
Research Centre,409,False
UK Medical Research Council,408,True
Bill and Melinda Gates Foundation,408,True
NIAAA,408,True
the Program,406,False
CFI,406,False
KHIDI,406,False
GWAS,406,False
Strategic Priority Research Program,404,False
Scientific Research Fund,404,False
APS,400,False
NCBI,399,False
DZIF,399,False
Helmsley Charitable Trust,397,False
CREATE,396,False
South African Medical Research Council,395,True
APVV,395,False
Cambridge Biomedical Research Centre,393,False
AGR,393,False
NRSA,389,False
Rosetrees Trust,388,False
Ontario Genomics Institute,388,False
Canada First Research Excellence Fund,387,False
National Agency,387,False
National Research Agency,386,False
CRP,386,False
TCM,384,False
NRCT,383,False
UAB,383,False
GRK,382,False
USC,382,False
a National Institute,380,False
IBEID,378,False
Karolinska Institute,378,False
NTNU,377,False
FNR,377,False
NGI,375,False
MICIU,374,False
grants from National Natural Science Foundation,374,False
IBS,373,False
EPFL,372,False
UPPMAX,372,False
General Research Fund,371,False
NSRF,371,False
Chinese National Natural Science Foundation,370,False
US National Institute,370,False
Aatos Erkko Foundation,369,False
IWT,369,False
German Research Council,368,True
Innovation Commission,368,False
Lucile Packard Foundation,368,False
US Department,368,False
CRISPR,368,False
KBBE,368,False
Hungarian Scientific Research Fund,368,False
COFUND,367,False
a National Science Foundation,365,False
VEGA,365,False
HEC,365,True
the Centre,363,False
RYC,363,False
ACS,360,False
GRFP,360,False
Cancer Research Institute,358,False
Medical Research Fund,357,False
Michael Smith Foundation,356,False
Hainan Provincial Natural Science Foundation,355,True
FFG,355,False
Wellcome Trust Sanger Institute,355,True
VIB,354,False
POR,353,False
Japanese Society,352,False
CORE,352,False
ZIA,351,False
CCSG,351,False
Collaborative Research Center,351,False
PRTR,350,False
DFID,348,False
Brazilian National Council,348,True
Finnish Cultural Foundation,347,False
DMS,346,False
PON,345,False
Hong Kong Research Grants Council,345,True
Joint Genome Institute,345,False
FDN,344,False
KRIBB,343,False
Development Agency,343,False
DOI,343,False
STEP,342,False
Beijing Municipal Natural Science Foundation,342,False
PNNL,342,False
GOA,340,False
an Australian Research Council,338,True
PRESTO,338,False
University Medical Center,336,False
SAR,334,False
NIBIB,334,True
Technological Research Council,333,True
American Diabetes Association,333,False
Czech Ministry,332,True
NKFIH,332,False
Shanghai Municipal Commission,331,False
MCIU,329,False
Special Research Fund,327,True
DFF,327,False
Heart Foundation,326,False
MOH,326,False
IAHU,326,False
INIA,326,True
Public Health Agency,326,False
The Swedish Research Council,326,True
UMR,325,False
New Zealand Ministry,325,False
UBC,324,False
National Cancer Center,324,False
Oak Ridge Institute,323,False
Austrian Research Promotion Agency,321,False
EBI,321,False
FESR,320,False
ORIP,320,False
United States Department,319,False
MPI,319,False
the Foundation,319,False
RPG,318,False
Indian Institute,317,False
Hunan Provincial Natural Science Foundation,315,True
LIFE,313,False
Regional Development Fund,313,False
Wellcome Sanger Institute,312,True
SAXS,311,False
CIFAR,311,False
SEV,311,False
AACR,310,False
BGI,309,False
Collaborative Innovation Center,308,False
SRF,308,False
Technology Development Agency,308,True
Swedish Society,308,False
Norwegian Cancer Society,308,False
ALW,306,False
German Centre,306,False
AMR,306,False
Scholarship Council,304,True
KAW,302,False
Lung Foundation,301,False
grants from the National Key Research and Development Program,301,False
Lemonade Stand Foundation,301,False
IRG,300,False
NSTC,300,False
GEO,300,False
IRB,299,False
BSF,299,False
XSEDE,299,False
Wellcome Centre,299,True
IRD,299,False
Open Research Fund,299,False
CRUI,298,False
CGS,298,False
Naito Foundation,297,False
NTU,297,False
ACT,297,False
BLAN,297,False
National Institute of General Medical Sciences of the National Institute,296,False
ANRS,296,False
Carlsberg Foundation,296,False
Japanese Ministry,296,False
Nature Science Foundation,295,False
RISE,295,False
APQ,294,False
PDF,294,False
GINOP,294,False
NCET,294,False
MGH,293,False
FUGG,292,False
INF,292,False
Human Genome Research Institute,291,False
Youth Fund,291,False
Bill & Melinda Gates Foundation,291,True
BRAIN,291,False
LSHG,291,False
The Center,290,False
OSU,290,False
CTSI,290,False
EURE,289,True
Keck Foundation,289,True
MAFRA,288,False
Intramural Research Program of the National Institute,287,False
BMD,287,False
Juvenile Diabetes Research Foundation,287,False
JGI,287,False
IHU,287,False
Colitis Foundation,287,False
ABCD,287,False
IZKF,285,False
RDA,285,False
VENI,285,False
Priority Academic Program,282,False
IIT,282,False
ERIC,281,False
SRA,281,False
Ontario Institute,281,False
IIS,281,False
CIBER,280,False
VICI,280,False
SLS,280,False
FRS,279,False
BMGF,278,True
DOC,277,False
NNF,277,False
Clinical Center,276,False
SEP,275,False
Comprehensive Cancer Center,274,False
BMS,274,False
PIP,274,False
National Foundation,272,False
Natural Science Fund,272,False
MESA,272,False
DELTAS,270,False
Open Access Publishing Fund,269,False
Gatsby Charitable Foundation,269,False
ACI,268,False
CEITEC,268,True
Interdisciplinary Center,267,False
EUR,267,True
Danish Cancer Society,267,False
SIP,266,False
Leibniz Association,266,False
LCF,266,False
Adelson Medical Research Foundation,266,False
CGC,265,False
CASE,265,False
The Research Council,265,True
The National Institute,265,False
BMC,265,False
PHE,265,False
CBET,264,False
SIDA,264,False
EAR,264,True
MSKCC,263,False
MSU,262,False
grants from the Natural Science Foundation,262,False
TRF,262,False
Villum Foundation,261,False
IMI,261,False
RWTH,260,False
Cancer Prevention Research Institute,260,False
SLAC,259,False
The Royal Society,259,False
IDEAS,259,False
NHRI,257,False
DSR,256,False
ONR,256,False
The Institute,255,False
NARSAD,255,False
MEST,255,False
LMU,254,False
UGA,254,False
Nordisk Foundation,254,False
CNIC,254,False
MIS,253,True
Korea Research Institute,253,False
United States National Science Foundation,253,False
ASAP,252,False
Agriculture National Institute,252,False
GIS,252,False
Engineering Council,251,True
Ludwig Institute,251,False
SDAIT,250,False
LDRD,250,False
Jacobs Foundation,250,False
UCLH,250,False
FINEP,249,False
Austrian Federal Ministry,249,False
National Fund,249,False
PDB,249,False
PHD,249,False
Uppsala Multidisciplinary Center,248,False
Planck Society,248,False
Eye Institute,248,False
FIRB,248,False
PSL,246,False
Swedish International Development Cooperation Agency,246,False
MAR,245,False
DTRA,245,False
INSB,244,False
NARO,243,False
French National Agency,243,False
USDA National Institute,243,False
FRISBI,243,False
ICR,243,False
Novartis Research Foundation,243,False
Doris Duke Charitable Foundation,243,False
Wellcome Trust Centre,243,True
OER,242,False
RTP,242,False
ATIP,242,False
CFF,241,False
Collaborative Research Centre,241,False
Australian Centre,241,False
Marsden Fund,241,False
Cancer Research Society,241,False
OGI,240,False
HPLC,239,False
STG,239,False
Novartis Foundation,239,False
Weizmann Institute,238,False
ORISE,238,False
Interest Scientific Institution Basal Research Fund,237,False
grants from the Swedish Research Council,237,True
RCN,236,False
The Natural Science Foundation,236,False
Wellcome Fund,235,True
grants from the National Key R&D Program,235,False
DEC,235,True
COE,235,False
DHHS,234,False
SSW,234,False
ALSAC,234,False
BCM,234,False
Hospital Foundation,233,False
PIA,233,False
CAN,233,True
EPS,233,False
CHU,232,True
Stockholm County Council,232,True
EPIC,232,False
CDMRP,231,False
ARRS,231,False
AAS,231,False
GRF,231,False
Ontario Research Fund,231,False
PACA,230,False
JPI,229,False
CNS,229,False
JICA,229,False
Health Research Council,229,True
International Centre,229,False
OHSU,229,False
GDAS,228,False
Leibniz Institute,228,False
NRC,228,False
Luxembourg National Research Fund,227,False
Brazilian Ministry,227,False
Finnish Foundation,227,False
grants from the National Science Foundation,227,False
CCF,226,False
Great Lakes Bioenergy Research Center,226,False
South African National Research Foundation,225,False
NIBR,225,False
SIRIC,224,False
PRIDE,224,False
FRQNT,224,False
Provincial Natural Science Foundation,224,True
Stroke Foundation,223,False
Leducq Foundation,223,False
Qatar National Research Fund,223,False
Hellenic Foundation,223,False
Biomedical Research Council,223,True
IBM,223,False
CDA,222,False
Dutch Heart Foundation,222,False
AMB,222,False
ICREA,222,False
Austrian Science Foundation,222,False
NSTDA,221,False
Pasteur Institute,221,True
Medical Center,220,False
National Multiple Sclerosis Society,220,False
CIRM,219,False
Special Foundation,219,True
UNSW,219,False
OIA,219,False
WGS,219,False
Okinawa Institute,218,False
NIG,218,True
SPS,218,False
Health Institute,218,False
Kunming Institute,217,False
FONDAP,217,False
Technology Center,217,True
APHIS,217,False
US National Science Foundation,217,False
ANII,217,False
Japan International Cooperation Agency,216,False
Muscular Dystrophy Association,216,False
BAC,216,False
IPET,215,False
Canadian Cancer Society,215,False
Swiss National Foundation,214,False
STW,213,False
CTS,213,False
Development Foundation,213,False
SAS,213,False
MJFF,212,False
Berlin Institute,212,False
Mark Foundation,211,False
The Foundation,211,False
Polish National Science Center,211,False
BCRF,211,False
Memorial Foundation,210,False
GACR,209,False
CAP,209,False
CAST,209,False
TULIP,209,False
LLS,209,False
COMET,208,False
Technology Innovation Commission,208,True
Development Center,208,False
National Research Centre,208,False
USGS,207,False
PLA,207,False
AID,207,True
a European Research Council,206,True
National Breast Cancer Foundation,206,False
BWF,206,False
JPND,206,False
HPRU,206,False
BMRC,206,True
a Medical Research Council,206,True
FRQ,205,False
CIRAD,205,False
BARD,204,False
INCA,204,False
Lister Institute,204,False
John Arnold Foundation,204,False
REA,204,False
ENCODE,204,False
Specialized Research Fund,204,True
BINDS,203,False
NIMHD,203,True
European Society,203,True
Medical Scientific Research Foundation,203,False
Anhui Provincial Natural Science Foundation,202,True
Morris Animal Foundation,202,False
DESY,202,False
Cancer Research Foundation,202,False
UCB,202,False
CCR,202,False
JRF,201,False
ERATO,201,False
Stowers Institute,201,False
ALSPAC,201,False
Caenorhabditis Genetics Center,200,False
Singapore National Research Foundation,200,False
DRG,199,False
Development Institute,199,False
SSHRC,199,False
NRRP,199,False
a grant from the Ministry,199,False
Joint Fund,198,False
BBVA,198,False
Central Research Institute Fund,197,False
Massachusetts Institute,197,False
Open Foundation,197,False
IEF,197,False
EST,196,False
LBH,196,False
SPRING,196,False
Newton Fund,196,False
Israeli Ministry,196,False
profit Central Research Institute,196,False
DECRA,196,True
ESA,196,False
IHC,195,False
ARUK,195,False
Danish Research Council,195,True
KFS,194,False
Israel Ministry,193,False
IPN,193,False
Kennedy Shriver National Institute,193,False
FISH,193,False
INTA,193,False
Swedish Cancer Foundation,193,False
International Center,193,False
TEAM,193,False
CBS,193,False
CFAR,193,False
PPP,193,False
BAS,192,False
a National Health and Medical Research Council,192,True
NKI,192,False
Emil Aaltonen Foundation,191,False
NRI,191,False
GISAID,190,False
a Royal Society,190,False
a grant from the National Natural Science Foundation,190,False
Dementia Research Institute,190,False
PRO,189,False
Bloomington Drosophila Stock Center,189,False
ITMO,189,False
CIDR,189,False
GEIS,188,False
Genome Institute,188,False
Mochida Memorial Foundation,188,False
KNOW,188,False
Korea Polar Research Institute,187,False
Terry Fox Research Institute,187,False
DIR,187,False
MAS,187,False
Strategic Research Foundation,187,False
KFJ,186,False
Health Innovation Challenge Fund,186,False
ITC,186,False
EFRE,185,False
National Research Fund,185,False
MNHN,185,False
ALFGBG,185,False
CIC,185,False
National Natural Scientific Foundation,185,False
ORNL,185,False
KNAW,184,False
SCI,184,True
CAF,184,False
AMS,184,True
LMB,184,False
SEQ,184,False
Translational Science Institute,184,False
NIH Office of Research Infrastructure Program,183,True
START,183,False
MAP,183,False
TSRI,183,False
ICGEB,183,False
Parker Institute,183,False
University Grant Commission,183,False
IAEA,183,False
National High Technology Research and Development Program,183,True
OPUS,182,False
SOLEIL,182,False
JBGS,182,False
Spanish Association,182,False
GRAL,181,False
AAFC,181,False
Russian Ministry,181,False
a Natural Sciences and Engineering Research Council,181,True
STEM,180,False
SSRF,180,False
FAPEAM,180,False
Sao Paulo Research Foundation,180,False
ICTS,180,False
The Francis Crick Institute,180,True
ISSF,180,False
BMEL,180,False
Scottish Funding Council,180,True
IFO,179,False
DRC,179,False
POIG,179,False
HRD,179,False
PRIME,179,False
JPB,178,False
the,178,False
UCSC,178,False
New York Stem Cell Foundation,177,False
Astrobiology Institute,177,False
IRSC,177,False
Tunisian Ministry,177,False
the program,177,False
Key Research and Development Program,176,False
INFRA,176,False
FRIA,176,False
URF,176,False
SLU,176,False
UPMC,176,False
IRP,176,False
County Council,176,True
Israeli Science Foundation,176,False
DGOS,176,False
LISBOA,175,False
Shanghai Natural Science Foundation,175,False
Korea Basic Science Institute,175,False
FAO,175,False
CUHK,175,False
ROC,175,False
Startup Fund,175,False
Mayo Clinic Center,175,False
Hubei Provincial Natural Science Foundation,174,True
EFSA,174,False
Fujian Provincial Natural Science Foundation,174,True
EQPX,174,False
International Foundation,174,False
SEA,173,True
AMP,173,False
OPP,173,False
AAP,172,False
Translational Research Institute,172,False
Imperial Biomedical Research Centre,172,False
earmarked fund,172,False
Memorial Sloan Kettering Cancer Center,172,False
FIST,172,False
EOS,171,False
VILLUM,171,False
Glenn Foundation,171,False
Second Century Fund,171,True
CAUL,171,False
CNPQ,171,False
ARO,171,False
AMC,171,False
Global Challenges Research Fund,170,False
FIC,170,False
MRA,170,False
UMC,170,False
Shanghai Institute,169,False
SAMRC,169,True
Ellison Medical Foundation,169,False
RSP,169,False
Swiss Institute,169,False
WWTF,169,False
Gordon and Betty Moore Foundation,169,False
Health Research Biomedical Research Centre,169,False
Coordinating Center,169,False
DLS,169,False
EJP,168,False
USP,168,False
Korea Ministry,168,False
ADG,168,False
SIG,168,False
CHAN,168,False
National Institutes of Health,167,True
NCRIS,167,False
GCRF,167,False
China Association,167,False
Gren Foundation,167,False
Iran National Science Foundation,167,False
SAU,167,False
National Ministry,167,False
Estonian Ministry,167,True
Cancer Research Fund,166,False
UCD,166,False
JAE,166,False
REU,166,True
FHS,166,False
National Social Science Fund,165,False
MDM,165,False
TWAS,165,False
MDC,165,False
Plant Quarantine Agency,165,False
Swedish Childhood Cancer Foundation,165,False
National Heart Foundation,165,False
Australian Cancer Research Foundation,165,False
John Innes Centre,165,False
Mathers Foundation,165,False
UTMB,165,False
Spanish State Research Agency,164,False
Oncode Institute,164,False
UKM,164,False
Innovation Foundation,164,False
GBMF,164,False
MAB,164,False
BBMRI,163,False
ACE,163,False
RRF,163,False
DZHK,163,False
a Canadian Institute,162,False
Innovation Agency,162,False
IMPRS,162,False
the fund,162,False
EFSD,162,False
UNESCO,162,False
MIC,162,False
Taiwan Ministry,162,False
Dimes Foundation,162,False
Sanger Institute,162,False
EMD,162,False
The Centre,162,False
SGC,162,False
INACH,161,False
research fund,161,False
ICM,161,False
CURE,160,False
Jiangsu Provincial Natural Science Foundation,160,True
EMSL,160,False
American Lung Association,160,False
internal fund,160,False
RESAS,160,False
SIAM,160,False
The Wellcome Centre,159,True
JCJC,159,False
MALDI,159,False
Chongqing Municipal Education Commission,159,False
Environment Research Council,159,True
CIISB,159,False
Siteman Cancer Center,159,False
PCF,158,False
Swedish Brain Foundation,158,False
Farber Cancer Institute,158,False
NEDO,158,False
CRF,157,False
PDR,157,False
SEED,157,False
Scientific Foundation,157,False
Cambridge Institute,157,False
CRUE,157,False
Wong Magna Fund,157,False
STS,156,False
AXA,156,False
Victorian Cancer Agency,156,False
BIOCEV,155,False
national fund,155,False
Medical Sciences Innovation Fund,155,False
TOF,155,False
Ludwig Center,154,False
IMSS,154,False
ECD,154,True
Korean Ministry,154,False
Technology Facilities Council,154,True
French National Institute,154,False
Lineberger Comprehensive Cancer Center,154,False
European Foundation,154,True
UTSW,153,False
CRI,153,False
National Cancer Institute Cancer Center,153,False
Advanced Research Projects Agency,153,True
Natural Sciences Foundation,153,False
Wellcome Trust Institutional Strategic Support Fund,153,True
ABI,153,False
Vanderbilt University Medical Center,153,False
Young Scientists Fund,153,False
Israel Cancer Research Fund,153,False
Brazilian Federal Agency,152,False
Education Academic Research Fund,152,False
MND,152,False
CIG,152,False
Swiss Federal Institute,151,False
Translational Sciences Institute,151,False
BIH,151,False
funding from the National Institute,151,False
GRID,151,False
RTG,150,False
Health National Institute,150,False
CVON,150,False
NRW,150,False
Life Science Foundation,150,False
Science Center,150,False
National Science Foundation Graduate Research Fellowship Program,150,False
GRDC,150,False
Health Foundation,149,False
EGA,149,False
Technology Special Fund,149,True
HEI,149,False
Scientific Grant Agency,149,False
MSK,149,False
funding from the National Science Foundation,148,False
DEL,148,False
Basic Research Fund,148,False
CPER,148,False
Swiss Agency,148,False
Technology Development Foundation,148,True
ASEAN,148,False
CSA,147,False
MPG,147,False
Templeton Foundation,147,False
BEI,147,False
SMART,147,False
RHF,147,False
Malaysian Ministry,147,False
Salk Institute,147,False
PSI,147,False
The Danish Council,147,True
Smithsonian Tropical Research Institute,146,True
SAW,146,False
a Biotechnology and Biological Sciences Research Council,146,True
Youth Foundation,146,False
Beijing Municipal Commission,146,False
ROIS,146,False
WHI,146,False
Moore Foundation,146,False
AML,146,False
Royal Physiographic Society,145,False
AES,145,False
grants from the National Research Foundation,145,False
HKU,145,False
European Fund,145,True
FAR,145,False
DGA,145,False
Bavarian State Ministry,145,False
CVT,145,False
IITP,145,False
SER,145,False
startup fund,145,False
Jiangsu Natural Science Foundation,145,False
Research Grant Council,145,True
PHC,145,False
National Institute of Allergy and Infectious Diseases of the National Institute,144,True
OIST,144,False
ASP,144,False
Engineering and Physical Sciences Research Council,144,True
BELSPO,144,False
QREN,144,False
International Society,144,False
SEC,144,True
Ratchadaphiseksomphot Endowment Fund,143,False
NEPAD,143,False
