name,count,is_known
RFBR,328,False
Anderson Cancer Center,326,False
OTKA,326,False
the Center,325,False
KWF,323,False
Cancer Foundation,322,False
Uehara Memorial Foundation,320,False
CIFMS,320,False
Korea Health Industry Development Institute,320,False
GSK,320,False
Family Planning Commission,317,False
UCSD,317,False
BER,316,False
SNIC,315,False
TRR,315,False
MOHE,315,False
INCT,315,False
Shanghai Municipal Education Commission,313,False
LOEWE,313,False
ADNI,313,False
HIR,313,False
PEOPLE,310,False
Common Fund,309,False
DGAPA,309,False
Israel Binational Science Foundation,308,False
CGIAR,307,False
HFSP,306,False
MEYS,306,False
BHF,305,False
EMR,304,False
VIDI,302,False
Fogarty International Center,301,False
DARPA,299,False
Canadian Foundation,298,False
INRAE,298,False
CUP,298,False
ALTF,297,False
CRG,297,False
MSD,297,False
COBRE,297,False
MCTI,295,False
Health Commission,295,False
DMR,295,False
American Association,295,False
Basic Science Research Program through the National Research Foundation,294,False
Development Fund,294,False
National Geographic Society,293,False
Open Fund,292,False
FSE,291,False
Damon Runyon Cancer Research Foundation,290,False
SEM,290,False
WHO,289,False
FPU,287,False
German Science Foundation,286,False
RVO,286,False
CNR,286,False
RSG,285,False
BCS,285,False
grants from the Ministry,285,False
Oxford Biomedical Research Centre,284,False
CAFS,278,False
NCN,276,False
NCBI,276,False
CEA,274,False
a National Science Foundation,272,False
United States Agency,271,False
a grant from the National Institute,271,False
EFPIA,269,False
SPP,268,False
BOF,268,False
National Science Fund,268,False
Open Access Publication Fund,267,False
AFM,266,False
MSIP,266,False
AGR,266,False
KBBE,265,False
Cancer Society,265,False
the Program,264,False
ELIXIR,264,False
IWT,264,False
APS,263,False
DTP,263,False
TEM,262,False
GWAS,262,False
Behavior Research Foundation,260,False
JDRF,258,False
EPA,258,False
National Natural Science Fund,258,False
KHIDI,257,False
FORMAS,257,False
NBI,256,False
NGI,256,False
LABEX,255,False
Guangxi Natural Science Foundation,253,False
EKB,253,False
Medical Research Fund,253,False
DZIF,253,False
FRGS,252,False
CRP,252,False
NRSA,251,False
Strategic Priority Research Program,249,False
NTNU,248,False
Michael Smith Foundation,248,False
DKFZ,248,False
USC,248,False
IBS,247,False
Chinese National Natural Science Foundation,247,False
NIDCD,247,False
a National Institute,247,False
SSRL,245,False
UAB,245,False
Sigrid Juselius Foundation,244,False
Croatian Science Foundation,244,False
CFI,243,False
NCCR,242,False
US Department,242,False
University Medical Center,241,False
General Research Fund,239,False
MCTES,239,False
National Agency,239,False
Cambridge Biomedical Research Centre,238,False
the Institute,238,False
CCSG,238,False
the Centre,236,False
NRCT,236,False
Volkswagen Foundation,236,False
Research Centre,236,False
NORTE,235,False
Guangdong Natural Science Foundation,234,False
CREATE,234,False
TCM,234,False
Independent Research Fund,233,False
PNNL,230,False
Ontario Genomics Institute,230,False
Heart Association,229,False
UPPMAX,229,False
IRCCS,229,False
Rosetrees Trust,229,False
DFID,229,False
DMS,229,False
Helmsley Charitable Trust,228,False
Scientific Research Fund,227,False
grants from National Natural Science Foundation,227,False
AFRI,226,False
APVV,224,False
VEGA,224,False
VIB,224,False
Hungarian Scientific Research Fund,224,False
LSHG,224,False
ACS,223,False
US National Institute,223,False
Cancer Research Institute,223,False
National Research Agency,222,False
IBEID,222,False
GRFP,222,False
UMR,222,False
GRK,221,False
FNR,219,False
ESRC,219,False
Joint Genome Institute,219,False
SAR,219,False
CORE,218,False
ZIA,217,False
Aatos Erkko Foundation,217,False
National Cancer Center,216,False
American Diabetes Association,215,False
Innovation Commission,214,False
Karolinska Institute,214,False
CARE,213,False
Japanese Society,213,False
CRISPR,213,False
Shanghai Municipal Commission,213,False
STEP,211,False
MCIU,211,False
BLAN,211,False
PON,210,False
FFG,210,False
Public Health Agency,210,False
GOA,210,False
DOI,210,False
RYC,209,False
KRIBB,207,False
Lucile Packard Foundation,207,False
Oak Ridge Institute,207,False
BSF,205,False
AACR,205,False
NCET,205,False
Norwegian Cancer Society,204,False
EPFL,203,False
Beijing Municipal Natural Science Foundation,203,False
UBC,203,False
Shanghai Municipal Health Commission,203,False
Collaborative Research Center,202,False
MPI,201,False
NSTC,201,False
COFUND,200,False
ANRS,200,False
EBI,199,False
Indian Institute,197,False
ALW,197,False
IRB,196,False
DFF,196,False
Development Agency,195,False
United States Department,195,False
IRD,194,False
IAHU,193,False
RDA,193,False
Finnish Cultural Foundation,193,False
CTSI,193,False
SRF,192,False
Intramural Research Program of the National Institute,191,False
IRG,190,False
Human Genome Research Institute,190,False
NSRF,190,False
OSU,190,False
GEO,190,False
SEV,190,False
FDN,189,False
Austrian Research Promotion Agency,189,False
Swedish Society,189,False
XSEDE,188,False
BGI,188,False
Lemonade Stand Foundation,188,False
PRESTO,187,False
grants from the National Key Research and Development Program,187,False
New Zealand Ministry,187,False
FIRB,187,False
Naito Foundation,186,False
VENI,186,False
MGH,185,False
AMR,185,False
the Foundation,185,False
Heart Foundation,184,False
ACI,184,False
MESA,184,False
PHE,184,False
SAXS,183,False
Canada First Research Excellence Fund,183,False
DSR,183,False
IZKF,182,False
SLS,182,False
Danish Cancer Society,182,False
Ontario Institute,181,False
National Institute of General Medical Sciences of the National Institute,181,False
MEST,181,False
ACT,181,False
Natural Science Fund,180,False
RPG,180,False
CGS,180,False
MOH,179,False
JGI,179,False
MAFRA,179,False
VICI,178,False
Collaborative Innovation Center,178,False
SIDA,178,False
SEP,178,False
ORIP,178,False
Comprehensive Cancer Center,177,False
Juvenile Diabetes Research Foundation,177,False
PRTR,177,False
The Institute,177,False
German Centre,176,False
PIP,176,False
CIFAR,176,False
CIBER,176,False
POR,176,False
Japanese Ministry,176,False
APQ,175,False
CASE,175,False
PDF,175,False
IHU,175,False
The Center,174,False
Open Research Fund,174,False
FUGG,174,False
ABCD,174,False
Regional Development Fund,173,False
National Foundation,172,False
MSKCC,172,False
BMD,172,False
The National Institute,172,False
OER,171,False
DOC,171,False
Collaborative Research Centre,171,False
NKFIH,171,False
BRAIN,171,False
BMC,171,False
Novartis Research Foundation,170,False
LIFE,169,False
SLAC,169,False
Adelson Medical Research Foundation,169,False
Leibniz Association,168,False
Priority Academic Program,168,False
BCM,168,False
grants from the Natural Science Foundation,167,False
FESR,167,False
Colitis Foundation,167,False
Carlsberg Foundation,167,False
SRA,166,False
Youth Fund,166,False
NNF,166,False
PDB,166,False
Lung Foundation,166,False
INSB,165,False
INF,165,False
DTRA,165,False
IIS,164,False
Planck Society,162,False
National Fund,162,False
SIRIC,162,False
NARSAD,162,False
KAW,162,False
COE,162,False
MICIU,161,False
Swedish International Development Cooperation Agency,161,False
Australian Centre,161,False
SIP,160,False
NHRI,160,False
BMS,160,False
Interdisciplinary Center,160,False
Ludwig Institute,160,False
MAR,160,False
HPLC,159,False
GRF,159,False
NTU,159,False
UCLH,159,False
Gatsby Charitable Foundation,159,False
RWTH,158,False
GIS,158,False
NARO,158,False
FINEP,157,False
Dutch Heart Foundation,156,False
Villum Foundation,156,False
IIT,156,False
FRS,156,False
Stroke Foundation,156,False
CNIC,156,False
Nature Science Foundation,155,False
Agriculture National Institute,155,False
Cancer Prevention Research Institute,155,False
WGS,155,False
BAC,155,False
CGC,154,False
Interest Scientific Institution Basal Research Fund,154,False
CBET,154,False
Clinical Center,154,False
Brazilian Ministry,153,False
RISE,153,False
Finnish Foundation,153,False
Uppsala Multidisciplinary Center,153,False
PHD,153,False
Cancer Research Society,153,False
LMU,153,False
DELTAS,152,False
grants from the National Science Foundation,152,False
LDRD,152,False
Nordisk Foundation,151,False
Marsden Fund,151,False
RCN,150,False
ATIP,150,False
CDMRP,150,False
Korea Research Institute,150,False
ORISE,150,False
ERIC,149,False
CDA,149,False
USDA National Institute,149,False
CIRAD,149,False
GINOP,149,False
MSU,149,False
United States National Science Foundation,149,False
SDAIT,148,False
PRIDE,148,False
Kunming Institute,148,False
Weizmann Institute,148,False
Ontario Research Fund,148,False
IMI,148,False
Muscular Dystrophy Association,148,False
Luxembourg National Research Fund,147,False
PSL,147,False
Open Access Publishing Fund,147,False
RTP,146,False
ALSAC,146,False
International Centre,146,False
PACA,146,False
Doris Duke Charitable Foundation,146,False
Swiss National Foundation,145,False
JPND,145,False
UGA,145,False
EPIC,145,False
FRQNT,145,False
DHHS,144,False
SSW,144,False
TRF,144,False
EPS,144,False
CNS,144,False
EST,143,False
Caenorhabditis Genetics Center,143,False
South African National Research Foundation,143,False
Hospital Foundation,143,False
Qatar National Research Fund,143,False
IDEAS,143,False
REA,143,False
IBM,143,False
Austrian Science Foundation,143,False
Leducq Foundation,142,False
ICR,142,False
ONR,142,False
ICREA,142,False
Eye Institute,142,False
Medical Center,141,False
SPS,141,False
Morris Animal Foundation,141,False
Strategic Research Foundation,141,False
CIRM,140,False
The Royal Society,140,False
GDAS,140,False
FRISBI,139,False
STG,139,False
LCF,139,False
JICA,139,False
STW,138,False
Jacobs Foundation,138,False
CCF,138,False
National Multiple Sclerosis Society,137,False
ENCODE,137,False
NRC,137,False
AAS,136,False
French National Agency,136,False
IPET,136,False
US National Science Foundation,136,False
Novartis Foundation,136,False
ASAP,135,False
PIA,135,False
INCA,135,False
Israeli Ministry,135,False
OIA,135,False
Mark Foundation,134,False
AMB,134,False
Okinawa Institute,134,False
Japan International Cooperation Agency,134,False
NIBR,134,False
NRI,134,False
ORNL,133,False
a grant from the Ministry,133,False
Berlin Institute,132,False
Canadian Cancer Society,132,False
TULIP,132,False
ANII,132,False
Development Center,132,False
profit Central Research Institute,131,False
Central Research Institute Fund,131,False
NSTDA,131,False
Singapore National Research Foundation,131,False
OHSU,131,False
BCRF,131,False
CRUI,130,False
TEAM,130,False
Health Institute,130,False
DIR,130,False
ESA,130,False
Bloomington Drosophila Stock Center,130,False
CAP,129,False
FONDAP,129,False
National Research Centre,129,False
CFAR,129,False
Polish National Science Center,129,False
LLS,128,False
DGOS,128,False
Stowers Institute,128,False
DRG,127,False
GACR,127,False
Leibniz Institute,127,False
The Natural Science Foundation,127,False
UNSW,127,False
APHIS,127,False
JRF,126,False
National Research Fund,126,False
JPI,126,False
SAS,126,False
Translational Science Institute,126,False
LBH,125,False
Genome Institute,125,False
IEF,125,False
CURE,124,False
National Breast Cancer Foundation,124,False
Joint Fund,124,False
SSRF,124,False
the,124,False
University Grant Commission,124,False
JPB,123,False
CTS,123,False
ITMO,123,False
Development Foundation,123,False
CAST,123,False
FISH,122,False
Austrian Federal Ministry,122,False
POIG,122,False
SEQ,122,False
JAE,122,False
Medical Scientific Research Foundation,122,False
Health Innovation Challenge Fund,122,False
COMET,121,False
John Arnold Foundation,121,False
UPMC,120,False
Lister Institute,120,False
Swedish Cancer Foundation,120,False
Memorial Foundation,120,False
Glenn Foundation,120,False
ICGEB,120,False
a grant from the National Natural Science Foundation,120,False
USGS,120,False
IMSS,119,False
IHC,119,False
Cancer Research Foundation,119,False
UCSC,119,False
grants from the National Key R&D Program,119,False
the program,119,False
NKI,119,False
OGI,119,False
BINDS,118,False
CFF,118,False
PLA,118,False
Hellenic Foundation,118,False
Newton Fund,118,False
Korea Polar Research Institute,118,False
CIDR,118,False
EMD,118,False
BWF,117,False
KNAW,117,False
JCJC,117,False
DRC,117,False
SOLEIL,117,False
Open Foundation,117,False
EQPX,117,False
SGC,117,False
SAU,116,False
INTA,116,False
MRA,116,False
LMB,116,False
Memorial Sloan Kettering Cancer Center,116,False
CCR,116,False
BBVA,116,False
International Foundation,115,False
ITC,115,False
ICTS,115,False
Spanish Association,115,False
Dimes Foundation,115,False
National Natural Scientific Foundation,115,False
HPRU,115,False
EFRE,114,False
Parker Institute,114,False
FAPEAM,114,False
BARD,114,False
AMC,114,False
ERATO,114,False
CHAN,114,False
New York Stem Cell Foundation,113,False
ARRS,113,False
Ellison Medical Foundation,113,False
CUHK,113,False
BBMRI,113,False
The Foundation,113,False
Great Lakes Bioenergy Research Center,113,False
Israel Ministry,113,False
Sanger Institute,113,False
CAF,112,False
Tunisian Ministry,112,False
Terry Fox Research Institute,112,False
Mochida Memorial Foundation,112,False
UKM,112,False
IAEA,112,False
UTMB,112,False
KNOW,112,False
AAP,111,False
KFJ,111,False
ARUK,111,False
Astrobiology Institute,111,False
Swedish Childhood Cancer Foundation,111,False
FRQ,111,False
KFS,111,False
PPP,111,False
GEIS,111,False
ARO,111,False
Israeli Science Foundation,111,False
STEM,110,False
NCRIS,110,False
FAO,110,False
French National Institute,110,False
JBGS,110,False
MALDI,110,False
UCB,110,False
UCD,110,False
a Canadian Institute,109,False
DESY,109,False
CNPQ,109,False
Siteman Cancer Center,109,False
Korean Ministry,109,False
BMEL,109,False
MND,109,False
Shanghai Institute,108,False
BAS,108,False
VILLUM,108,False
WWTF,108,False
Health Research Biomedical Research Centre,108,False
PCF,108,False
IPN,107,False
MAP,107,False
IRSC,107,False
SPRING,107,False
SLU,107,False
Lineberger Comprehensive Cancer Center,107,False
Massachusetts Institute,107,False
LISBOA,107,False
OPP,107,False
SIAM,107,False
MDC,106,False
earmarked fund,106,False
Swiss Institute,106,False
research fund,106,False
ALSPAC,106,False
CIG,106,False
Global Challenges Research Fund,105,False
National Cancer Institute Cancer Center,105,False
Gren Foundation,105,False
GRAL,105,False
Russian Ministry,105,False
HRD,105,False
GISAID,104,False
BEI,104,False
USP,104,False
a Royal Society,104,False
Startup Fund,104,False
Coordinating Center,104,False
Koch Institute,104,False
IGBMC,104,False
FRIA,103,False
Korea Basic Science Institute,103,False
START,103,False
ISSF,103,False
CSREES,103,False
CSU,103,False
MNHN,103,False
China Association,102,False
Development Institute,102,False
MJFF,102,False
AMP,102,False
Plant Quarantine Agency,102,False
RSP,102,False
ICM,102,False
ROC,102,False
MIC,102,False
internal fund,102,False
DLS,102,False
Education Academic Research Fund,102,False
CRI,101,False
Emil Aaltonen Foundation,101,False
STS,101,False
IMPRS,101,False
the fund,101,False
BIOCEV,101,False
Translational Research Institute,100,False
Dementia Research Institute,100,False
Science Center,100,False
CBS,100,False
PNPD,100,False
PRIME,100,False
Mathers Foundation,100,False
GRID,100,False
Gordon and Betty Moore Foundation,100,False
INACH,99,False
Key Research and Development Program,99,False
TWAS,99,False
EOS,99,False
Malaysian Ministry,99,False
CSL,99,False
NRRP,99,False
WHI,99,False
FIST,99,False
startup fund,99,False
Natural Sciences Foundation,99,False
GRDC,99,False
Ludwig Center,98,False
OPUS,98,False
CPER,98,False
ASEAN,98,False
BIH,98,False
NEDO,98,False
MAB,98,False
FOOD,98,False
National Ministry,98,False
GCRF,97,False
grants from the National Research Foundation,97,False
Sao Paulo Research Foundation,97,False
CSA,96,False
Kennedy Shriver National Institute,96,False
OIST,96,False
Translational Sciences Institute,96,False
IFO,96,False
Korea Ministry,96,False
Canadian Cancer Society Research Institute,96,False
CIC,96,False
Australian Cancer Research Foundation,96,False
ADG,96,False
JPIAMR,96,False
DZHK,96,False
MDACC,96,False
The Centre,96,False
Israel Cancer Research Fund,96,False
FHS,96,False
National Social Science Fund,95,False
International Center,95,False
Vanderbilt University Medical Center,95,False
FCOMP,95,False
TOF,95,False
AAFC,95,False
CRF,94,False
PDR,94,False
ABI,94,False
NYSTEM,94,False
National Science Foundation Graduate Research Fellowship Program,94,False
CAM,94,False
SER,94,False
UTSW,93,False
Health National Institute,93,False
Innovation Foundation,93,False
SPR,93,False
Salk Institute,93,False
SAB,93,False
DKTK,93,False
Taiwan Ministry,93,False
national fund,93,False
Farber Cancer Institute,93,False
Lurie Comprehensive Cancer Center,93,False
Mayo Clinic Center,93,False
Komen Foundation,93,False
ALBA,92,False
Shenzhen Key Medical Discipline Construction Fund,92,False
HEI,92,False
UMC,92,False
ALFGBG,92,False
Knut and Alice Wallenberg Foundation,92,False
Yale Center,92,False
Health Research Institute,92,False
Victorian Cancer Agency,92,False
STFC,92,False
Rita Allen Foundation,92,False
Qatar Foundation,92,False
PRO,91,False
BSC,91,False
Ratchadaphiseksomphot Endowment Fund,91,False
SIG,91,False
American Lung Association,91,False
DHS,91,False
grants from the Canadian Institute,91,False
MAS,91,False
QREN,91,False
ANT,91,False
MPG,90,False
VCU,90,False
URF,90,False
National Cancer Institute of the National Institute,90,False
UNMC,90,False
Young Scientists Fund,90,False
UNESCO,90,False
Chongqing Municipal Education Commission,90,False
Chinese Universities Scientific Fund,90,False
Mitsubishi Foundation,90,False
John Innes Centre,90,False
NVIDIA,89,False
funding from the National Science Foundation,89,False
Youth Foundation,89,False
a National Research Foundation,89,False
SMART,89,False
HKU,89,False
ASP,89,False
Innovation Agency,89,False
SSHRC,89,False
IBD,89,False
PSI,89,False
RRF,89,False
Cancer Research Fund,89,False
IMB,89,False
Spanish State Research Agency,89,False
RESAS,89,False
PSC,89,False
INFRA,88,False
TSRI,88,False
MSK,88,False
CVT,88,False
National Heart Foundation,88,False
PHS,88,False
Fred Hutchinson Cancer Research Center,88,False
TOP,88,False
FEBS,88,False
Bavarian State Ministry,88,False
German Cancer Research Center,88,False
CPT,88,False
PHC,88,False
MDM,87,False
AMNH,87,False
DSM,87,False
FAR,87,False
NRW,87,False
Swedish Brain Foundation,87,False
Medical Sciences Innovation Fund,87,False
CIISB,87,False
MSFHR,87,False
HUST,87,False
MSC,87,False
Brazilian Federal Agency,87,False
SAF,87,False
ATAC,87,False
Netherlands Ministry,87,False
NGFN,87,False
Robert Wood Johnson Foundation,86,False
CVON,86,False
ARRA,86,False
MTA,86,False
Moore Foundation,86,False
SNI,86,False
Developmental Disabilities Research Center,86,False
Wong Magna Fund,86,False
NYUAD,86,False
AXA,86,False
NEPAD,85,False
Shanghai Natural Science Foundation,85,False
a grant from the National Science Foundation,85,False
HKSAR,85,False
EJP,85,False
UMS,85,False
DEFRA,85,False
CVD,85,False
SJTU,85,False
MAM,85,False
EMSL,85,False
Iran National Science Foundation,85,False
RGJ,85,False
Functional Genomics Center,85,False
Leiden University Medical Center,85,False
the Agency,85,False
grants from the National Basic Research Program,85,False
DIM,84,False
Cambridge Institute,84,False
Japan Foundation,84,False
ARCS,84,False
Hessen State Ministry,84,False
IISER,84,False
DGA,84,False
Swiss Agency,84,False
GENM,84,False
Swiss Federal Institute,83,False
SAW,83,False
FIC,83,False
SEED,83,False
Scientific Foundation,83,False
Basic Research Fund,83,False
ADA,83,False
ACRF,83,False
National Key R & D Program,83,False
JAC,83,False
Wisconsin Alumni Research Foundation,83,False
following fund,83,False
CHS,83,False
CAUL,83,False
NIBB,83,False
National Research Institute,83,False
IRP,83,False
DZD,83,False
Erasmus Medical Center,83,False
EPR,83,False
Jackson Foundation,82,False
Battelle Memorial Institute,82,False
Poliomyelitis Research Foundation,82,False
IMS,82,False
MIP,82,False
OAA,82,False
AES,82,False
Korea National Institute,82,False
CEBA,82,False
Medical Research Institute,82,False
Helen Hay Whitney Foundation,82,False
International Atomic Energy Agency,82,False
Ovarian Cancer Research Fund,82,False
PGS,81,False
Health Foundation,81,False
RTG,81,False
DEL,81,False
IGERT,81,False
Open Access Fund,81,False
WSU,81,False
ANSES,81,False
LTD,81,False
Mayo Foundation,81,False
BELSPO,81,False
EFSD,81,False
BOS,81,False
The National Science Foundation,81,False
Minnesota Supercomputing Institute,81,False
ABC,81,False
funding from the National Institute,81,False
Lustgarten Foundation,81,False
DTU,81,False
INTER,80,False
FCDO,80,False
EFSA,80,False
Charitable Trust,80,False
core fund,80,False
Princess Margaret Cancer Foundation,80,False
UCI,80,False
SAP,80,False
Templeton Foundation,80,False
Beijing Municipal Commission,80,False
Israeli Foundation,80,False
LSHM,80,False
ARIC,80,False
BLE,80,False
CSF,80,False
Jiangsu Natural Science Foundation,80,False
IAP,80,False
MCT,80,False
CVI,80,False
USM,80,False
PLUS,79,False
grants from the Spanish Ministry,79,False
COG,79,False
BRB,79,False
Beijing Municipal Education Commission,79,False
ACE,79,False
Scientific Grant Agency,79,False
The Novo Nordisk Foundation,79,False
GSC,79,False
MFAG,78,False
GRC,78,False
SRC,78,False
NKFI,78,False
RHF,78,False
ROIS,78,False
SFARI,78,False
Swedish Governmental Agency,78,False
IMPACT,78,False
SSF,78,False
Princess Takamatsu Cancer Research Fund,78,False
Jiangsu Collaborative Innovation Center,78,False
Oncode Institute,78,False
FEMS,78,False
Hessian Ministry,78,False
DAF,77,False
Astellas Foundation,77,False
DEBI,77,False
Hospital Research Institute,77,False
International Society,77,False
IITP,77,False
MBIE,77,False
ICP,77,False
BAG,77,False
Disease Research Center,77,False
INSA,77,False
NOMIS,76,False
CSP,76,False
an Australian Government Research Training Program,76,False
SPE,76,False
AAAA,76,False
TBG,76,False
EFOP,76,False
PID,76,False
Li Ka Shing Foundation,76,False
MJS,76,False
Texas Health Science Center,76,False
SUNY,76,False
Uppsala Genome Center,76,False
Royal Physiographic Society,76,False
Helmholtz Centre,76,False
Soehngen Institute,76,False
Multiple Sclerosis Society,75,False
Telethon Foundation,75,False
John Fell Fund,75,False
DAE,75,False
PSR,75,False
PIEF,75,False
PIDDAC,75,False
LNCC,75,False
ERANET,75,False
EGFP,75,False
New Zealand Marsden Fund,75,False
Discovery Institute,75,False
Sumitomo Foundation,75,False
Hillblom Foundation,75,False
WWF,75,False
Hospital Medical Center,75,False
RPB,75,False
DMC,75,False
SDC,75,False
Hercules Foundation,75,False
RFP,75,False
Russian Scientific Foundation,75,False
CPSF,74,False
LMT,74,False
ASPIRE,74,False
ENIGMA,74,False
QIMR,74,False
Internal Grant Agency,74,False
NCBS,74,False
DEEP,74,False
Life Science Foundation,74,False
RMC,74,False
CHDI,74,False
Imperial Biomedical Research Centre,74,False
SCRI,74,False
UZH,74,False
FDCT,74,False
Texas Advanced Computing Center,74,False
OICR,74,False
PURSE,74,False
MLS,74,False
MOSTI,74,False
SOA,74,False
GBMF,74,False
IAVI,73,False
Collaborative Research Fund,73,False
Postdoctoral Research Foundation,73,False
KIMST,73,False
DRO,73,False
MWK,73,False
QUI,73,False
Clinical Research Center,73,False
TTU,73,False
SHIP,73,False
AML,73,False
DCS,73,False
SGK,73,False
FRSQ,73,False
Commonwealth Scholarship Commission,73,False
MOA,73,False
NAR,72,False
PRIMI,72,False
RTC,72,False
UPV,72,False
PRF,72,False
International Development Research Centre,72,False
